step_id,domain,service,responsibility,inputs,outputs,tables,transaction_boundary,events_and_jobs,authorization_policy,failure_handling,tests,success_criteria
S31,customer_success,CustomerSuccessProfileService,"Maintain success owner, lifecycle, review date and integrity exceptions for active customers.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"customer_success_profiles, organizations","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S31,customer_success,HealthRuleService,"Manage effective-dated segment/service dimensions, weights, bands and thresholds.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,health_rule_sets,"Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S31,customer_success,HealthCalculationService,Create immutable dimension-reasoned health snapshots without correlated double counting.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"health_snapshots, health_reasons, tickets, feedback_responses, onboarding_cases, renewals","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S31,customer_success,HealthOverrideService,Apply authorized override without deleting computed score and expire into review task.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"health_snapshots, tasks","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S31,customer_success,SuccessPlanService,"Create/update/close outcome and risk plans with actions, blockers, evidence and cadence.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"success_plans, success_plan_actions","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S31,customer_success,InactivityService,Detect service-specific meaningful-interaction gaps without treating automated sends as engagement.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"timeline_events, communication_ledger, tasks","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S31,customer_success,RenewalService,"Create one cycle, schedule milestones, compile risks/issues and record decision/value.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"renewals, scheduled_jobs, health_snapshots","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S31,customer_success,ChurnService,"Record explicit churn evidence, stop incompatible workflows and preserve corrective events.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"churn_events, workflow_runs, scheduled_jobs","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S31,customer_success,WinBackService,"Evaluate cooling period, permission, reason and owner for bounded low-frequency win-back.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"churn_events, consent_preferences, workflow_runs","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S31,customer_success,AdvocacyService,Create recommendation only after validated positive evidence and no active risk/fatigue.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"advocacy_suggestions, feedback_responses, health_snapshots, tickets","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S32,portal,PortalScopeService,Derive contact/organization scope exclusively from authenticated session and apply to every selector/mutation.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"users, portal_invitations, contact_organizations","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S32,portal,PortalProfileService,Expose/update only approved profile and preference fields.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"contacts, contact_points, consent_preferences","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S32,portal,PortalOnboardingService,Expose approved case/request/progress wording and accept scoped submissions/files.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"onboarding_cases, customer_requests, file_assets","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S32,portal,PortalTicketService,Create/list/read/reply to own-organization tickets without internal-note metadata.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"tickets, ticket_events, file_assets","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S32,portal,PortalFileService,Authorize portal-visible file stream; never trust request organization ID or path.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"file_assets, contact_organizations","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S32,portal,PublicFormProtectionService,"Apply payload caps, IP/session/token throttles, honeypot, minimum fill time, duplicate and quarantine logic.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"login_throttles, leads, tickets","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S32,portal,SignedLinkService,"Issue/store token hash, bind purpose/object/action, enforce expiry/revocation/single use and neutral failure.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"feedback_requests, quote_versions, consent_preferences, customer_requests","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S33,reporting,MetricDefinitionService,Manage versioned KPI owner/source/time/filter/exclusion definitions.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,metric_definitions,"Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S33,reporting,AggregateService,Incrementally compute reconciled bounded aggregates and retain definition version.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"metric_aggregates, source event tables","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S33,reporting,DashboardService,Return role/scope-aware cards/charts/drilldowns from authorized selectors and aggregates.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"metric_aggregates, saved_views","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S33,reporting,SavedViewService,Validate bounded allowlisted filters/columns/visibility without raw SQL.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,saved_views,"Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S33,reporting,ExportService,"Snapshot current authorization/fields/criteria, queue job, generate private expiring artifact and audit hash/count.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"export_jobs, file_assets, audit_events","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S33,reporting,CsvSafetyService,Preserve types and neutralize spreadsheet formula injection.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,export_jobs,"Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S34,data_ops,ImportService,"Stage source, detect format, map allowlisted transformations, validate, preview, chunk commit and hold automation.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"import_mappings, import_batches, import_rows","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S34,data_ops,ImportReconciliationService,"Compare source/result counts, sums, status, ownership, files, rejects and release decision.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"import_batches, import_rows","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S34,data_ops,ImportRollbackService,Preview/reverse safe batch-provenance changes while preserving subsequent human edits.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"import_batches, import_rows, source tables","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S34,data_ops,RetentionService,"Evaluate versioned record-class/state policy, legal holds, dry-run, archive and final purge evidence.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"retention_policies, retention_runs, legal_holds","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S34,data_ops,ArchiveService,Package old bodies/logs/files into checksummed indexed compressed private archives and retrieve one record within target.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"archive_manifests, archive_items, file_assets","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S35,intelligence,FeatureRegistryService,"Register semantic type, observation time, missing behavior, sensitivity/proxy review and extraction owner.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,feature_definitions,"Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S35,intelligence,FeatureExtractionService,Materialize point-in-time allowlisted features without future leakage.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"feature_definitions, source event tables","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S35,intelligence,ModelCardService,"Register purpose, population, harms, output, metrics, thresholds, tier, owner and review date.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,model_cards,"Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S35,intelligence,RuleEngine,Execute deterministic rules/weighted scores with reason codes and missing-data abstention.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"model_versions, predictions, prediction_reasons","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S35,intelligence,NaiveBayesClassifier,Run bounded pure-Python multinomial classification with severe phrase override and confidence abstention.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"model_versions, predictions, prediction_reasons","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S35,intelligence,PredictionService,"Persist immutable output, feature snapshot/hash, confidence, reasons, expiry and evidence links.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"predictions, prediction_reasons","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S35,intelligence,RecommendationFeedbackService,Record accepted/rejected/modified/wrong category/priority and link subsequent action.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,recommendation_feedback,"Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S35,intelligence,OutcomeLabelService,Attach verified delayed outcome separately from staff preference feedback.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,outcome_labels,"Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S35,intelligence,TrainingService,Build checkpointed chronological candidate dataset/model artifact within row/time/memory bounds.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"training_runs, model_versions","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S35,intelligence,EvaluationService,"Compare chronological holdout to rules/current baseline using class, calibration, coverage, severe-miss and operational-cost gates.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"training_runs, model_monitoring_metrics","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S35,intelligence,ModelArtifactService,"Checksum/sign immutable JSON artifact, verify load compatibility and support rollback.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"model_versions, file_assets","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S35,intelligence,DriftService,"Monitor distribution, confidence, abstention, disagreement and delayed outcomes; create incident/demote.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"model_monitoring_metrics, system_incidents","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S35,intelligence,ModelPromotionService,Require named four-eyes approval and prohibit automatic promotion/high-impact actions.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"model_versions, approval_requests, audit_events","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S36,operations,SystemMetricService,"Collect queue depth/age, mailbox, DB/file/inode, error, command, backup and release metrics.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"system_metrics, command_runs","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
