method,path,tag,operation_id,summary,auth,success,if_match,idempotency_key,async_job,query_parameters,notes,step_id,p95_ms,p99_ms,max_db_queries,max_request_kb,max_response_kb,max_page_size,example_query_string,query_plan,required_indexes,cache_policy,request_example,response_example,required_headers,expected_errors,success_criteria,request_media_type,response_media_type,transaction_timeout_ms,rate_limit_policy
POST,/auth/mfa/confirm,Authentication,postAuthMfaConfirm,Confirm TOTP enrollment using two consecutive valid codes,staff,201,False,False,False,,,S08,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM confirms with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""first_code"":""123456"",""second_code"":""654321""}","{""data"":{""type"":""mfa-device"",""id"":""01K2MFADEVIC00000000000000"",""version"":8,""attributes"":{""state"":""ACTIVE"",""confirmed_at"":""2026-07-14T08:00:00Z"",""recovery_codes"":[""RCVY-1-XXXX"",""RCVY-2-XXXX""]}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | Content-Type: application/json,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",application/json,application/json,5000,staff per-session plus global resource guard
POST,/auth/mfa/enroll,Authentication,postAuthMfaEnroll,Create a pending TOTP enrollment and QR payload,staff,201,False,False,False,,,S08,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM enrolls with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""label"":""Primary authenticator""}","{""data"":{""type"":""mfa-enrollment"",""id"":""01K2MFAENROL00000000000000"",""version"":8,""attributes"":{""state"":""PENDING_CONFIRMATION"",""secret_display_once"":""JBSWY3DPEHPK3PXP"",""otpauth_uri"":""otpauth://totp/Company:engineer@example.org?..."",""expires_at"":""2026-07-14T08:10:00Z""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001""}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | Content-Type: application/json,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",application/json,application/json,5000,staff per-session plus global resource guard
POST,/auth/mfa/recovery-codes/rotate,Authentication,postAuthMfaRecoveryCodesRotate,Rotate hashed single-use recovery codes after step-up,staff,201,False,True,False,,,S08,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM rotates with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""code"":""123456""}","{""data"":{""type"":""rotate"",""id"":""01K2ROTATE0000000000000000"",""version"":8,""attributes"":{""state"":""ACTIVE"",""name"":""Rotate"",""last_action"":""ROTATE"",""updated_at"":""2026-07-14T08:00:01Z""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | Idempotency-Key: <UUID> | Content-Type: application/json,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect. Reusing the same key and identical request returns the original logical result; key reuse with different content returns 409.",application/json,application/json,5000,staff per-session plus global resource guard
POST,/auth/mfa/verify,Authentication,verifyMfa,Verify TOTP/recovery code and elevate session,provisional,200,False,False,False,,,S08,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM verifys with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""challenge_id"":""01K2CHALLENGE00000000000001"",""code"":""123456""}","{""data"":{""type"":""authentication-session"",""id"":""01K2AUTHENTI00000000000000"",""version"":8,""attributes"":{""state"":""AUTHENTICATED"",""mfa_verified_at"":""2026-07-14T08:00:00Z"",""idle_expires_at"":""2026-07-14T08:30:00Z"",""absolute_expires_at"":""2026-07-14T18:00:00Z""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001""}}",Accept: application/json | X-Correlation-ID: <ULID> | Content-Type: application/json,400 malformed; 409 state/uniqueness/idempotency conflict; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",application/json,application/json,5000,staff per-session plus global resource guard
GET,/auth/sessions,Authentication,listSessions,List the current user session inventory,staff,200,False,False,False,,,S08,1500,3200,18,16,512,100,?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at,"SELECT allowlisted list columns FROM sessions WHERE actor_scope_predicate AND active_predicate AND (updated_at, public_id) < (?, ?) ORDER BY updated_at DESC, public_id DESC LIMIT 26; batch-load only requested allowlisted relationships.","UNIQUE(public_id); INDEX(state, updated_at, public_id); INDEX(updated_at, public_id)","private, no-store",,"{""data"":[{""type"":""session"",""id"":""01K2SESSION000000000000000"",""version"":7,""attributes"":{""state"":""ACTIVE"",""name"":""Session""}}],""links"":{""self"":""/api/v1/auth/sessions?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at"",""next"":""/api/v1/auth/sessions?page[after]=01K2NEXT00000000000000000&page[size]=25""},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""page_size"":25,""has_more"":true}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1500 ms and p99 ≤3200 ms on the representative mixed workload, uses ≤18 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
DELETE,/auth/sessions/{id},Authentication,revokeSession,Revoke one session,staff,204,False,False,False,,,S08,1800,3500,22,16,512,0,,"BEGIN; SELECT target rows FROM sessions with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""reason_code"":""ADMIN_RETIRE"",""comment"":""Reviewed and approved.""}",,Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",application/json,none,5000,staff per-session plus global resource guard
POST,/auth/step-up,Authentication,stepUp,Re-authenticate for a privileged action,staff,200,False,False,False,,,S08,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM step_ups with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""password"":""<redacted>"",""totp_code"":""123456"",""purpose"":""EXPORT_RESTRICTED_DATA""}","{""data"":{""type"":""step-up-session"",""id"":""01K2STEPUPSE00000000000000"",""version"":8,""attributes"":{""state"":""VERIFIED"",""purpose"":""EXPORT_RESTRICTED_DATA"",""valid_until"":""2026-07-14T08:10:00Z""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001""}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | Content-Type: application/json,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",application/json,application/json,5000,staff per-session plus global resource guard
GET,/delegations,Administration,getDelegations,List delegation records,staff,200,False,False,False,"Cursor,Limit,Sort,Filter,Fields,Include",,S09,1500,3200,18,16,512,100,?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at,"SELECT allowlisted list columns FROM delegations WHERE actor_scope_predicate AND active_predicate AND (updated_at, public_id) < (?, ?) ORDER BY updated_at DESC, public_id DESC LIMIT 26; batch-load only requested allowlisted relationships.","UNIQUE(public_id); INDEX(state, updated_at, public_id); INDEX(updated_at, public_id)","private, no-store",,"{""data"":[{""type"":""delegation"",""id"":""01K2DELEGATI00000000000000"",""version"":7,""attributes"":{""state"":""ACTIVE"",""name"":""Delegation""}}],""links"":{""self"":""/api/v1/delegations?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at"",""next"":""/api/v1/delegations?page[after]=01K2NEXT00000000000000000&page[size]=25""},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""page_size"":25,""has_more"":true}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1500 ms and p99 ≤3200 ms on the representative mixed workload, uses ≤18 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
POST,/delegations,Administration,postDelegations,Create one delegation,staff,201,False,True,False,,,S09,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM delegations with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""data"":{""type"":""delegation"",""attributes"":{""state"":""ACTIVE"",""name"":""Delegation""}}}","{""data"":{""type"":""delegation"",""id"":""01K2DELEGATI00000000000000"",""version"":8,""attributes"":{""state"":""ACTIVE"",""name"":""Delegation"",""last_action"":""DELEGATIONS"",""updated_at"":""2026-07-14T08:00:01Z""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | Idempotency-Key: <UUID> | Content-Type: application/json,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect. Reusing the same key and identical request returns the original logical result; key reuse with different content returns 409.",application/json,application/json,5000,staff per-session plus global resource guard
DELETE,/delegations/{id},Administration,deleteDelegationsId,Retire or soft-delete one delegation,staff,204,True,False,False,,,S09,1800,3500,22,16,512,0,,"BEGIN; SELECT target rows FROM delegations with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""reason_code"":""ADMIN_RETIRE"",""comment"":""Reviewed and approved.""}",,"Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | If-Match: ""v7""",400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 412 stale If-Match; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",application/json,none,5000,staff per-session plus global resource guard
GET,/delegations/{id},Administration,getDelegationsId,Get one delegation,staff,200,False,False,False,"Fields,Include",,S09,1200,2800,25,16,512,0,"?fields[delegation]=id,state,owner_id,updated_at&include=owner",SELECT the authorized delegation by public_id with actor scope in the same query; join current owner/state only; prefetch bounded child collections requested by include; return 404 before unrestricted data is materialized.,UNIQUE(public_id),"private, no-store",,"{""data"":{""type"":""delegation"",""id"":""01K2DELEGATI00000000000000"",""version"":8,""attributes"":{""state"":""ACTIVE"",""name"":""Delegation""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1200 ms and p99 ≤2800 ms on the representative mixed workload, uses ≤25 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
PATCH,/delegations/{id},Administration,patchDelegationsId,Update one delegation,staff,200,True,False,False,,,S09,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM delegations with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""data"":{""type"":""delegation"",""attributes"":{""state"":""ACTIVE"",""name"":""Delegation""}}}","{""data"":{""type"":""delegation"",""id"":""01K2DELEGATI00000000000000"",""version"":8,""attributes"":{""state"":""ACTIVE"",""name"":""Delegation"",""last_action"":""{ID}"",""updated_at"":""2026-07-14T08:00:01Z""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}","Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | If-Match: ""v7"" | Content-Type: application/json",400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 412 stale If-Match; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",application/json,application/json,5000,staff per-session plus global resource guard
POST,/delegations/{id}/end,Administration,postDelegationsIdEnd,End a delegation while preserving historical attribution,staff,201,True,True,False,,,S09,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM ends with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""data"":{""type"":""command"",""attributes"":{""reason_code"":""APPROVED_OPERATION"",""comment"":""Evidence reviewed."",""expected_version"":7}}}","{""data"":{""type"":""end"",""id"":""01K2END0000000000000000000"",""version"":8,""attributes"":{""state"":""ENDED"",""name"":""End"",""last_action"":""END"",""updated_at"":""2026-07-14T08:00:01Z""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}","Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | If-Match: ""v7"" | Idempotency-Key: <UUID> | Content-Type: application/json",400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 412 stale If-Match; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect. Reusing the same key and identical request returns the original logical result; key reuse with different content returns 409.",application/json,application/json,5000,staff per-session plus global resource guard
GET,/queues,Administration,getQueues,List work queue records,staff,200,False,False,False,"Cursor,Limit,Sort,Filter,Fields,Include",,S09,1500,3200,18,16,512,100,?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at,"SELECT allowlisted list columns FROM queues WHERE actor_scope_predicate AND active_predicate AND (updated_at, public_id) < (?, ?) ORDER BY updated_at DESC, public_id DESC LIMIT 26; batch-load only requested allowlisted relationships.","UNIQUE(public_id); INDEX(state, updated_at, public_id); INDEX(updated_at, public_id)","private, no-store",,"{""data"":[{""type"":""queue"",""id"":""01K2QUEUE00000000000000000"",""version"":7,""attributes"":{""state"":""ACTIVE"",""name"":""Queue""}}],""links"":{""self"":""/api/v1/queues?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at"",""next"":""/api/v1/queues?page[after]=01K2NEXT00000000000000000&page[size]=25""},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""page_size"":25,""has_more"":true}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1500 ms and p99 ≤3200 ms on the representative mixed workload, uses ≤18 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
POST,/queues,Administration,postQueues,Create one work queue,staff,201,False,True,False,,,S09,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM queues with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""data"":{""type"":""queue"",""attributes"":{""state"":""ACTIVE"",""name"":""Queue""}}}","{""data"":{""type"":""queue"",""id"":""01K2QUEUE00000000000000000"",""version"":8,""attributes"":{""state"":""ACTIVE"",""name"":""Queue"",""last_action"":""QUEUES"",""updated_at"":""2026-07-14T08:00:01Z""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | Idempotency-Key: <UUID> | Content-Type: application/json,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect. Reusing the same key and identical request returns the original logical result; key reuse with different content returns 409.",application/json,application/json,5000,staff per-session plus global resource guard
DELETE,/queues/{id},Administration,deleteQueuesId,Retire or soft-delete one work queue,staff,204,True,False,False,,,S09,1800,3500,22,16,512,0,,"BEGIN; SELECT target rows FROM queues with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""reason_code"":""ADMIN_RETIRE"",""comment"":""Reviewed and approved.""}",,"Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | If-Match: ""v7""",400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 412 stale If-Match; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",application/json,none,5000,staff per-session plus global resource guard
