step_id,audience,route,name,purpose,components,api_dependencies,server_query,mutations,state_handling,authorization,accessibility,p95_server_ms,max_db_queries,max_compressed_kb,success_criteria
S35,Admin,/intelligence/models,Model registry,"List model cards, versions, tier, owner, review date and incident state.",ModelTable; TierBadges; ReviewWarnings,"GET /model-cards and model versions; evaluation, promote/demote/retire",Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Open card/version,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,model_governance capability,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,20,800,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤20, compressed transfer ≤800 KB; empty, invalid, conflict and dependency-failure states are useful."
S35,Admin,/intelligence/models/{id},Model card and versions,"Review purpose, population, features, harms, metrics, artifacts, approvals and rollback.",ModelCard; VersionList; EvaluationCharts; ArtifactHash; PromotionPanel,"GET /model-cards and model versions; evaluation, promote/demote/retire",Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Promote/demote/retire,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,model_governance + four-eyes,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1600,26,1000,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1600 ms, SQL count ≤26, compressed transfer ≤1000 KB; empty, invalid, conflict and dependency-failure states are useful."
S35,Admin,/intelligence/training,Training runs,Monitor checkpointed candidate training/evaluation without auto-promotion.,TrainingTable; DatasetWindow; Checkpoints; Metrics,GET/POST /training-runs; cancel,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Start/cancel candidate run,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,model_governance,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,20,850,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤20, compressed transfer ≤850 KB; empty, invalid, conflict and dependency-failure states are useful."
S35,Admin,/intelligence/drift,Model monitoring,"Review distribution, confidence, abstention, disagreement and delayed outcomes.",DriftCharts; Thresholds; SegmentTable; IncidentLinks,GET /model-monitoring; model cards/versions,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Demote/disable through model command,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,model_governance,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1700,24,1000,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1700 ms, SQL count ≤24, compressed transfer ≤1000 KB; empty, invalid, conflict and dependency-failure states are useful."
S33,Staff,/reports,Reports home,Role-aware operational dashboards and saved views.,ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,GET /reports/{code}; GET/POST /saved-views; POST /exports,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Save view; queue export,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Report and source-record scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1800,24,1100,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1800 ms, SQL count ≤24, compressed transfer ≤1100 KB; empty, invalid, conflict and dependency-failure states are useful."
S33,Staff,/reports/sales,Sales reporting,Lead source/SLA/conversion and pipeline/forecast/velocity/loss metrics.,ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,GET /reports/{code}; GET/POST /saved-views; POST /exports,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Save view; queue export,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Report and source-record scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1800,24,1100,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1800 ms, SQL count ≤24, compressed transfer ≤1100 KB; empty, invalid, conflict and dependency-failure states are useful."
S33,Staff,/reports/support,Support reporting,"Backlog, first response, resolution, SLA, waiting, reopen, cause and satisfaction.",ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,GET /reports/{code}; GET/POST /saved-views; POST /exports,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Save view; queue export,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Report and source-record scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1800,24,1100,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1800 ms, SQL count ≤24, compressed transfer ≤1100 KB; empty, invalid, conflict and dependency-failure states are useful."
S33,Staff,/reports/onboarding,Onboarding reporting,"Handoff quality, time-to-value, blockers, completion and feedback.",ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,GET /reports/{code}; GET/POST /saved-views; POST /exports,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Save view; queue export,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Report and source-record scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1800,24,1100,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1800 ms, SQL count ≤24, compressed transfer ≤1100 KB; empty, invalid, conflict and dependency-failure states are useful."
S33,Staff,/reports/success,Success reporting,"Health change, recovery, renewal, churn and retention.",ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,GET /reports/{code}; GET/POST /saved-views; POST /exports,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Save view; queue export,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Report and source-record scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1800,24,1100,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1800 ms, SQL count ≤24, compressed transfer ≤1100 KB; empty, invalid, conflict and dependency-failure states are useful."
S33,Staff,/reports/feedback,Feedback reporting,"Response, distribution, themes, recovery and privacy-suppressed cohorts.",ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,GET /reports/{code}; GET/POST /saved-views; POST /exports,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Save view; queue export,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Report and source-record scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1800,24,1100,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1800 ms, SQL count ≤24, compressed transfer ≤1100 KB; empty, invalid, conflict and dependency-failure states are useful."
S33,Staff,/reports/automation,Automation reporting,"Enrolment, exits, failures, replies, tasks, outcomes and version comparison.",ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,GET /reports/{code}; GET/POST /saved-views; POST /exports,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Save view; queue export,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Report and source-record scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1800,24,1100,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1800 ms, SQL count ≤24, compressed transfer ≤1100 KB; empty, invalid, conflict and dependency-failure states are useful."
S33,Staff,/reports/data-quality,Data-quality reporting,"Duplicate, missing, invalid, stale, orphan and retention exceptions.",ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,GET /reports/{code}; GET/POST /saved-views; POST /exports,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Save view; queue export,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Report and source-record scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1800,24,1100,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1800 ms, SQL count ≤24, compressed transfer ≤1100 KB; empty, invalid, conflict and dependency-failure states are useful."
S33,Staff,/reports/system-health,System-health reporting,"Queue, mailbox, DB, file, inode, error and backup health.",ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,GET /reports/{code}; GET/POST /saved-views; POST /exports,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Save view; queue export,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Report and source-record scope,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1800,24,1100,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1800 ms, SQL count ≤24, compressed transfer ≤1100 KB; empty, invalid, conflict and dependency-failure states are useful."
S34,Operations,/data/imports,Import batches,"Stage, map, validate, preview, commit, reconcile, release and rollback bounded data imports.",ImportTable; Upload; MappingEditor; ValidationSummary; DuplicatePreview; Progress,"GET/POST /imports; upload, validate, preview, commit, release, rollback",Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Create/upload/validate/commit/release/rollback,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,data_ops + source record capabilities,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1600,24,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1600 ms, SQL count ≤24, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S33,Staff,/data/exports,Export jobs,Create permissioned asynchronous exports and retrieve expiring artifacts.,ExportTable; DatasetPicker; FieldPolicyPreview; StepUp; Progress,GET/POST /exports; cancel/download,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Create/cancel/download,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,export capability + field policy + step-up,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1400,18,800,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1400 ms, SQL count ≤18, compressed transfer ≤800 KB; empty, invalid, conflict and dependency-failure states are useful."
S09,Admin,/admin/users,Users and invitations,"Invite, activate, disable and offboard staff/portal identities.",AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,GET/POST/PATCH /users; staff invitations; offboard/reactivate,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Use exact administrative command endpoints,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Explicit privileged capability; step-up/four-eyes for high risk,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,24,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤24, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S09,Admin,/admin/roles,Roles and grants,Manage versioned capability bundles and exceptional record grants.,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,GET/POST/PATCH /roles; activate; record grants,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Use exact administrative command endpoints,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Explicit privileged capability; step-up/four-eyes for high risk,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,24,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤24, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S09,Admin,/admin/teams,"Teams, queues and delegation","Manage team/queue membership, capacity and absence delegation.",AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,GET/POST/PATCH /teams and queues; memberships/delegations,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Use exact administrative command endpoints,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Explicit privileged capability; step-up/four-eyes for high risk,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,24,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤24, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S12,Admin,/admin/configuration,Configuration versions,"Review checksummed bundles, dependencies, activation and rollback.",AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,GET/POST/PATCH /configuration-versions; validate/activate/rollback; feature flags,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Use exact administrative command endpoints,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Explicit privileged capability; step-up/four-eyes for high risk,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,24,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤24, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S12,Admin,/admin/policies,Business and policy settings,"Manage calendars, SLA, assignment, communication caps and quiet hours.",AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,"business calendars, SLA, assignment and communication policy endpoints",Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Use exact administrative command endpoints,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Explicit privileged capability; step-up/four-eyes for high risk,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,24,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤24, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S12,Admin,/admin/custom-fields,Custom fields,"Manage typed, validated, visible and searchable field definitions.",AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,GET/POST/PATCH /custom-field-definitions,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Use exact administrative command endpoints,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Explicit privileged capability; step-up/four-eyes for high risk,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,24,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤24, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S12,Admin,/admin/tags,Governed tags,"Manage stable tag codes, scope and retirement.",AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,GET/POST/PATCH /tags,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Use exact administrative command endpoints,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Explicit privileged capability; step-up/four-eyes for high risk,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,24,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤24, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S34,Admin,/admin/privacy,Privacy cases,"Handle access, correction, restriction, deletion, objection and portability.",AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,GET/POST/PATCH /privacy-cases; complete,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Use exact administrative command endpoints,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Explicit privileged capability; step-up/four-eyes for high risk,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,24,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤24, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S34,Admin,/admin/legal-holds,Legal holds,Create/review/release retention overrides.,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,GET/POST/PATCH /legal-holds; release,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Use exact administrative command endpoints,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Explicit privileged capability; step-up/four-eyes for high risk,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,24,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤24, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S34,Admin,/admin/retention,Retention and archives,"Dry-run/execute retention, verify archives and retrieve records.",AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,retention policies/runs and archives endpoints,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Use exact administrative command endpoints,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Explicit privileged capability; step-up/four-eyes for high risk,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,24,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤24, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S10,Admin,/admin/audit,Audit evidence,Review immutable events and verification manifests.,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,GET /audit-events; POST /audit/verify,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Use exact administrative command endpoints,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Explicit privileged capability; step-up/four-eyes for high risk,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,24,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤24, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S42,Admin,/admin/releases,Releases and maintenance,Review build/config/migration compatibility and maintenance state.,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,GET /releases; GET current release; maintenance controls,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Use exact administrative command endpoints,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Explicit privileged capability; step-up/four-eyes for high risk,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,24,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤24, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S37,Admin,/admin/backups,Backups and restore drills,Verify backup inventory and execute timed restore drills.,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,GET /backups; verify; restore drills,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Use exact administrative command endpoints,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Explicit privileged capability; step-up/four-eyes for high risk,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,24,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤24, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S36,Admin,/admin/health,Operations health,"Inspect dependency freshness, capacity, commands, mail and queues.",AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,GET /organizations/{id}/health; health snapshots; refresh/override,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Use exact administrative command endpoints,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Explicit privileged capability; step-up/four-eyes for high risk,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,24,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤24, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
S36,Admin,/admin/incidents,System incidents,"Manage operational, security, data, mail, automation and model incidents.",AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,GET/POST/PATCH incidents; support bundles,Use permission-scoped selector; select only visible fields; select_related current owner/state; prefetch only bounded visible child sets; cursor paginate unbounded lists.,Use exact administrative command endpoints,Skeleton or progress indicator for HTMX fragments; explicit empty state with next permitted action; field-level and summary validation; branded non-disclosing error with correlation ID; 412 conflict view shows changed fields and safe refresh/reapply.,Explicit privileged capability; step-up/four-eyes for high risk,Semantic landmarks/headings; keyboard-first; visible focus; status text plus icon; error summary; 200% zoom and 360px reflow; no drag-only interaction; live regions only for important async state.,1500,24,950,"Authorized user completes the primary journey without hidden data or mouse-only steps; unauthorized objects/counts never appear; server p95 ≤1500 ms, SQL count ≤24, compressed transfer ≤950 KB; empty, invalid, conflict and dependency-failure states are useful."
