requirement_id,group,requirement,production_behavior_or_acceptance,acceptance_evidence,priority,owner,design_component,implementation_issue,test_case_ids,evidence_link,status,exception
OPS-025,OPS,Restore shall be documented from both provider backup and application logical backup.,"Procedure covers database, private files, config, release, keys, verification and DNS/app restart.",Quarterly timed restore drill succeeds.,,,,,,,Not started,
OPS-026,OPS,"Restore verification shall reconcile record counts, checksums, critical invariants and sampled customer histories.","Login, portal isolation, send interception, job queue and files are tested before production release.",Signed restore report stored.,,,,,,,Not started,
OPS-027,OPS,"Housekeeping shall remove expired temp files, exports, stale sessions, old logs and superseded archive staging.",Cleanup uses manifests/retention and never traverses unsafe user paths.,Dry-run and execute results are visible.,,,,,,,Not started,
OPS-028,OPS,Operations shall have severity definitions and named response owners.,P0 security/data/duplicate-send/service outage; P1 major degraded function; P2 bounded defect; P3 minor.,Runbook and response exercise completed.,,,,,,,Not started,
OPS-029,OPS,"A support bundle shall collect sanitized release, health, queue, configuration and recent error metadata.",It excludes secrets and full customer content by default.,Security review validates redaction.,,,,,,,Not started,
OPS-030,OPS,"Changes to hosting plan, Python/runtime, database engine, mail limits or cPanel capabilities shall trigger architecture compatibility review.",The system does not assume provider settings remain unchanged indefinitely.,Review checklist attached to change record.,,,,,,,Not started,
TST-001,TST,"A requirements traceability matrix shall map every P0/P1 requirement to design component, test case and acceptance result.",The matrix is release-controlled and includes manual evidence where automation is inappropriate.,No mandatory requirement remains unmapped.,,,,,,,Not started,
TST-002,TST,"Domain unit tests shall cover state transitions, invariants, calculations, policy precedence and idempotency.",Boundary and invalid cases are first-class.,Critical domain rule mutation/branch review passes.,,,,,,,Not started,
TST-003,TST,Integration tests shall use the same database engine family and transaction semantics as production.,"SQLite-only testing is insufficient for locks, constraints, collation and SQL behavior.",MySQL/MariaDB integration suite passes.,,,,,,,Not started,
TST-004,TST,"Authorization tests shall cover role, record scope, field scope, direct URL, search, aggregate, export, file and background-job paths.",Portal cross-organization cases are exhaustive for exposed resources.,No unauthorized data/count leakage.,,,,,,,Not started,
TST-005,TST,"Authentication tests shall cover invitation, MFA, recovery, lockout, session revocation, step-up and user deactivation.","Replay, expiry and enumeration cases included.",Security acceptance suite passes.,,,,,,,Not started,
TST-006,TST,"Workflow contract tests shall cover every trigger, condition, action, exit and conflict type.",Event payload/version fixtures and transaction rollback are included.,Engine contract suite passes.,,,,,,,Not started,
TST-007,TST,"Each of the 28 default workflows shall have positive, stop/exit, duplicate-event, retry and permission test cases.",Customer-facing message paths use intercepted mail.,Workflow acceptance pack approved.,,,,,,,Not started,
TST-008,TST,"Idempotency/failure-injection tests shall interrupt processing before/after job claim, transaction commit and email handoff.",Tests prove one logical external effect or visible recoverable ambiguity.,No silent duplicate-send path.,,,,,,,Not started,
TST-009,TST,SMTP/IMAP integration tests shall use dedicated Truehost test mailboxes.,"Threading, UID dedupe, reply stop, bounce-like messages, attachment validation and failure recovery are covered.",Production-account preflight test passes without customer recipients.,,,,,,,Not started,
TST-010,TST,"Public form and portal tests shall cover rate limiting, token tampering, abuse, CSRF, upload and IDOR.",Accessible legitimate flows remain usable.,Security and functional suites pass.,,,,,,,Not started,
TST-011,TST,"File tests shall include traversal, double extension, MIME mismatch, oversized payload, active content, unsafe filename and unauthorized download.",Residual no-malware-scanner policy is verified.,Unsafe corpus blocked.,,,,,,,Not started,
TST-012,TST,"Data import tests shall cover encoding, mapping, duplicates, idempotency, chunk interruption, quarantine, release and rollback.",No automation fires during preview/quarantine.,Reconciliation matches source/result.,,,,,,,Not started,
TST-013,TST,"Export tests shall cover scope, approval, step-up, formula injection, expiration and audit.",Unauthorized/expired download fails.,Export evidence complete.,,,,,,,Not started,
TST-014,TST,"Reporting tests shall reconcile aggregate, drilldown and event-derived metrics.","Time zone, business calendar, currency and version definitions are included.",No unexplained discrepancy over approved tolerance.,,,,,,,Not started,
TST-015,TST,"AI tests shall cover feature time semantics, missing values, abstention, explanation, fallback, artifact checksum, promotion gate and drift.",Evaluation uses chronological holdout and severe-miss review.,Model governance pack approved.,,,,,,,Not started,
TST-016,TST,Performance tests shall use the Section 15 representative dataset and mixed workload.,"Web, cron, DB, mail and file operations are measured under resource guards.",All applicable NFR thresholds pass.,,,,,,,Not started,
TST-017,TST,"Soak tests shall run repeated cron/mail/job cycles long enough to reveal queue growth, leaks, lock accumulation and duplicate effects.",Resource trends and cleanup are observed.,No unbounded trend at target load.,,,,,,,Not started,
TST-018,TST,"Accessibility tests shall combine automated scans with manual keyboard, zoom, screen-reader spot checks and error-flow review.",Staff and portal critical journeys covered.,No unresolved critical/serious barrier.,,,,,,,Not started,
TST-019,TST,Cross-browser/responsive tests shall cover the supported matrix and 360px viewport.,Core workflows and signed links included.,Pass report with approved minor variances.,,,,,,,Not started,
TST-020,TST,"Backup tests shall verify creation, checksum, retention and readable contents.",A backup that exists but cannot restore fails.,Latest scheduled sets show verified status.,,,,,,,Not started,
TST-021,TST,Restore tests shall rebuild a staging/recovery instance from a selected backup and execute integrity/smoke checks.,Timed RPO/RTO recorded.,Quarterly drill meets targets or creates P0 remediation.,,,,,,,Not started,
TST-022,TST,Migration tests shall run against a copy-sized source dataset multiple times.,"Counts, rejects, duplicate resolution, checksums and performance are compared.",Repeat run is idempotent/reconcilable.,,,,,,,Not started,
TST-023,TST,"Security testing shall include static review, dependency review and authenticated manual penetration testing.","High-risk paths include portal, upload, export, automation config and admin.",No unresolved critical/high issue.,,,,,,,Not started,
TST-024,TST,"Incident exercises shall cover mailbox outage, dead-letter surge, database near limit, compromised account, duplicate-send suspicion, restore and model incident.",Participants use production runbooks.,"Actions, gaps and remediation recorded.",,,,,,,Not started,
TST-025,TST,User acceptance testing shall use role-specific business scenarios and production-like configuration.,"UAT is performed by business owners, not only developers.",All critical scenarios accepted; defects dispositioned.,,,,,,,Not started,
TST-026,TST,Deployment rehearsal shall execute the exact release and rollback procedure in staging.,"Duration, commands, checks and owner handoffs recorded.",No undocumented manual step remains.,,,,,,,Not started,
TST-027,TST,Production smoke tests shall avoid real customer effect.,Test records/mailboxes and feature interception are used.,Post-deploy checklist passes before automation resumes.,,,,,,,Not started,
TST-028,TST,"Defects shall have severity, affected requirement, reproduction, impact, owner and release decision.",Waivers require sponsor/technical owner and compensating control.,No open release-blocking defect.,,,,,,,Not started,
TST-029,TST,Test data shall be synthetic or anonymized and cleaned after defined retention.,Secrets/production identifiers are prohibited in fixtures.,Data scan and cleanup evidence.,,,,,,,Not started,
TST-030,TST,Test evidence shall be retained with the release manifest.,Evidence includes logs/reports/screenshots/checksums without unnecessary customer data.,Auditor can reproduce acceptance decision.,,,,,,,Not started,
